study_hours,previous_marks,practice_hours,sleep_hours,mobile_usage,final_score
1.5,54.6,2.6,7.6,0.8,57.98
4.0,51.2,6.7,7.7,7.4,59.35
8.9,59.2,6.1,6.3,1.4,91.97
1.9,51.6,2.6,6.5,6.2,34.66
9.8,66.8,4.3,9.0,3.2,87.11
10.0,61.5,0.5,6.9,4.6,63.16
6.1,99.1,1.7,9.9,2.2,80.74
0.1,38.6,3.9,6.6,8.7,20.37
3.4,44.2,0.7,7.9,5.9,31.11
7.4,38.4,6.7,4.3,9.4,52.77
11.8,75.7,5.7,7.9,5.7,97.26
7.6,38.5,7.5,9.1,1.2,92.24
3.1,89.4,5.5,9.7,1.7,77.39
7.6,68.3,7.5,10.0,9.9,83.81
6.5,69.3,4.4,5.7,7.3,66.23
9.4,71.5,4.8,7.5,0.5,100.0
1.3,46.1,7.8,6.7,7.0,51.42
9.1,47.8,5.1,7.4,4.1,77.07
6.5,55.7,0.2,4.9,3.1,50.72
11.6,73.6,5.8,9.1,1.5,100.0
4.1,48.7,7.2,9.5,8.4,64.33
7.6,42.6,6.4,6.7,0.6,97.63
11.2,98.1,4.7,5.7,2.9,100.0
1.2,36.4,5.4,4.8,3.1,43.56
11.2,87.2,7.9,8.1,1.6,100.0
8.3,86.2,0.7,5.9,5.1,55.57
0.8,54.3,5.3,9.5,0.1,70.71
3.6,43.8,2.3,8.0,3.0,47.7
8.5,44.5,5.1,7.9,9.3,65.52
0.8,80.3,4.9,7.4,3.1,70.51
7.0,76.8,1.2,4.3,3.6,56.73
4.2,85.9,1.7,9.6,4.7,48.77
7.5,95.9,5.0,7.8,5.6,89.77
0.5,80.0,1.0,10.0,8.1,31.53
10.5,45.1,2.1,7.2,1.9,73.32
11.7,50.8,6.7,8.3,8.7,90.57
11.6,89.7,2.6,4.3,7.6,80.53
9.0,48.6,3.9,7.8,7.2,61.78
1.6,39.7,7.5,8.6,0.9,70.79
9.1,80.7,1.8,8.7,0.2,97.83
0.3,61.2,3.1,8.6,5.9,34.01
0.3,94.8,4.9,5.4,8.6,44.21
3.9,77.3,6.0,9.9,5.8,61.93
5.9,40.9,7.2,10.0,2.1,80.21
9.2,96.6,7.3,4.5,0.9,100.0
8.2,51.8,6.2,9.6,7.0,86.27
5.4,56.9,1.8,5.7,7.2,33.5
3.3,61.1,0.2,8.1,1.7,47.06
12.0,38.3,3.1,6.0,0.3,86.13
5.1,67.3,1.1,9.8,4.1,61.52
5.4,43.0,5.7,4.6,5.8,50.86
2.0,61.1,5.3,7.0,7.1,50.74
9.5,57.8,0.4,6.6,8.1,45.86
8.3,85.2,6.7,6.0,6.1,91.34
2.6,87.2,2.0,7.9,1.1,63.76
1.0,45.0,3.5,4.8,6.8,25.19
8.2,58.8,5.3,8.3,9.8,69.47
7.9,59.3,3.4,9.9,9.1,62.07
3.3,44.8,3.5,8.8,8.7,37.22
11.4,86.9,0.5,9.2,3.0,86.13
1.8,81.0,3.2,6.2,7.5,41.84
5.2,47.4,6.1,5.9,8.5,55.3
11.3,58.8,7.3,7.1,6.8,91.13
5.0,41.9,3.3,4.3,2.5,50.52
7.7,75.8,3.4,9.7,9.5,59.95
4.8,42.9,5.6,4.9,4.5,58.32
3.3,99.1,7.5,9.4,1.3,97.32
11.8,85.7,2.1,4.5,1.1,97.25
4.9,60.4,3.5,8.9,6.5,59.9
10.7,72.6,6.4,4.9,4.4,92.2
2.8,94.2,4.9,4.2,0.9,74.36
2.6,71.0,0.9,8.3,7.4,37.34
0.4,46.3,5.0,5.7,8.0,29.33
7.8,59.6,1.5,8.3,7.3,50.62
4.4,89.8,4.1,7.3,2.0,72.67
10.4,76.9,4.2,4.7,6.9,82.49
5.7,77.3,7.0,9.6,0.1,100.0
11.6,91.3,3.7,6.7,3.1,99.92
2.2,93.1,2.2,8.4,4.0,61.02
10.4,94.8,1.8,7.0,8.4,57.75
9.3,41.2,7.0,7.6,3.9,96.76
9.3,70.4,1.4,5.8,0.1,79.36
10.1,83.1,3.4,5.2,3.5,87.09
9.1,84.2,1.5,7.3,5.0,71.37
7.5,74.4,6.2,6.6,9.5,78.72
1.6,45.8,3.8,6.3,9.4,20.53
0.4,86.8,2.8,8.0,1.8,63.95
11.1,81.8,2.9,8.1,1.9,100.0
7.4,40.6,6.8,4.3,1.6,84.72
9.6,65.1,4.4,6.0,7.9,69.84
5.8,46.3,5.7,6.5,0.1,74.06
1.4,56.9,7.2,4.6,1.3,71.47
1.5,36.2,7.2,5.4,5.4,50.83
8.2,61.0,2.6,4.3,2.5,75.06
5.2,70.7,7.6,10.0,0.9,99.88
2.4,75.3,0.2,8.4,3.6,40.86
5.9,78.1,3.0,4.5,2.7,73.78
0.8,89.4,7.2,4.1,5.1,72.95
7.0,49.0,2.2,8.3,9.8,43.4
3.2,42.8,2.2,6.6,1.2,44.62
9.6,90.3,2.4,8.7,3.7,92.36
3.7,45.2,4.9,9.5,9.3,44.95
5.5,98.4,3.5,7.6,8.8,65.74
0.1,89.8,5.8,5.1,3.9,58.03
0.9,67.6,7.2,8.7,7.0,67.48
4.7,98.8,5.4,9.7,0.9,93.58
5.8,41.3,1.6,7.5,7.1,41.76
7.2,54.7,7.5,8.1,9.7,70.1
3.5,76.5,2.1,6.0,5.4,45.67
8.3,57.8,1.2,6.3,5.0,54.97
10.3,95.3,0.7,8.4,1.9,92.85
9.4,39.3,4.5,9.6,6.3,78.75
0.5,70.7,0.9,7.8,5.9,31.93
5.8,73.4,1.1,8.7,6.5,51.75
1.3,77.4,2.4,5.0,0.3,54.09
2.9,51.6,2.3,5.3,5.5,39.75
11.8,58.7,4.8,7.2,5.9,93.09
1.7,89.8,6.5,5.1,2.1,61.18
6.0,47.7,6.1,7.8,2.1,79.13
7.4,88.7,2.1,5.7,2.8,73.02
8.4,71.6,2.0,8.7,7.1,68.11
6.7,84.5,7.7,8.8,6.1,93.84
0.1,81.4,0.1,6.8,8.5,21.09
3.9,48.5,7.0,5.1,3.0,63.38
6.2,72.0,1.6,7.9,9.1,47.8
1.1,91.4,7.6,10.0,7.4,76.69
4.2,63.1,2.7,7.7,4.0,48.41
0.4,97.8,3.5,4.2,1.0,71.3
0.9,64.4,5.7,4.1,2.6,60.99
4.8,44.3,4.7,5.9,9.6,41.21
1.6,60.3,2.5,5.2,3.1,36.96
6.8,96.9,4.4,8.9,3.3,90.14
8.3,55.8,5.8,9.1,1.9,94.65
9.6,91.4,0.3,5.6,8.1,60.99
2.4,92.3,0.1,6.0,2.8,53.51
2.0,57.8,3.7,5.4,3.3,45.25
1.3,40.4,1.1,9.5,4.1,34.35
7.6,82.1,5.3,7.0,4.3,80.27
8.5,55.2,1.7,7.9,4.1,63.25
0.4,85.9,3.5,6.5,5.0,49.05
11.2,63.8,1.6,7.8,8.1,69.89
0.6,66.5,4.4,6.3,8.2,31.91
6.5,85.6,0.9,6.0,8.0,46.26
8.5,59.9,0.2,7.8,1.0,75.87
10.5,63.8,0.4,7.5,8.0,63.14
8.6,59.5,7.6,5.8,1.2,100.0
9.6,58.9,1.1,4.9,1.2,59.53
4.1,69.2,5.7,6.2,9.5,65.58
9.8,87.6,0.5,6.5,8.2,60.66
1.0,58.5,0.9,7.8,5.5,26.51
10.7,69.1,4.1,9.5,8.7,77.77
6.6,78.6,3.7,4.2,9.9,52.99
9.8,52.5,7.6,5.5,6.1,90.21
5.4,53.0,7.6,5.2,6.1,75.0
7.7,95.7,6.2,7.0,7.5,82.16
6.3,82.0,4.8,6.6,2.3,82.64
8.8,72.5,3.6,8.4,1.7,100.0
1.0,77.1,2.8,5.5,7.6,34.31
0.7,36.9,7.6,7.6,3.4,57.85
3.0,75.2,4.8,9.3,1.4,72.01
1.9,68.1,4.6,9.5,3.1,66.66
10.5,70.5,1.9,9.8,3.6,90.13
2.6,58.4,0.4,8.6,9.7,25.31
11.7,40.3,7.6,9.4,7.0,95.41
4.0,47.6,2.5,5.4,5.3,41.87
2.2,96.8,3.5,5.2,9.7,49.84
9.5,61.6,0.9,4.0,9.0,50.41
7.9,65.3,6.7,8.2,5.1,85.13
6.0,38.4,0.2,9.6,9.1,17.61
6.7,37.4,6.7,5.1,4.0,73.07
8.6,81.6,1.1,7.8,2.3,81.15
2.7,70.0,7.1,8.5,2.3,75.45
12.0,68.1,5.8,9.6,6.6,100.0
11.7,50.8,1.3,7.9,5.0,70.56
7.8,83.4,4.5,9.8,6.6,83.21
2.4,45.9,2.5,6.1,6.9,26.94
8.2,47.3,1.4,6.1,0.2,74.41
0.9,64.9,6.9,7.3,0.5,74.65
0.4,53.6,3.2,6.3,5.3,28.66
3.1,51.1,3.2,4.0,1.9,53.17
5.6,76.9,1.4,8.4,6.3,47.89
10.4,77.3,3.1,8.5,5.5,91.08
8.7,88.6,7.0,8.5,5.9,100.0
8.9,62.2,2.9,6.1,3.0,82.02
5.1,39.8,7.6,7.1,6.4,66.54
4.2,52.8,7.6,6.2,8.3,58.3
4.5,98.7,1.2,4.1,10.0,37.17
11.9,73.8,1.4,7.4,8.4,69.61
0.5,81.1,6.9,4.7,5.6,54.22
10.4,35.5,3.1,4.5,1.9,70.06
6.9,68.7,0.0,8.5,6.8,46.41
5.3,37.4,2.2,4.1,9.4,19.44
8.7,72.0,4.8,9.8,2.1,100.0
5.8,94.9,6.4,7.1,2.6,94.55
10.5,97.9,1.1,9.9,1.5,95.52
10.8,70.1,0.9,4.3,7.4,53.08
5.1,64.8,7.4,7.5,4.1,76.98
3.3,96.4,6.0,6.1,0.6,97.02
7.1,78.8,4.7,9.1,8.7,68.44
10.9,39.2,6.2,6.2,5.6,86.97
2.5,65.3,3.4,5.6,3.3,51.97
7.5,50.6,6.1,9.1,3.4,72.33
7.6,65.5,3.0,6.2,2.9,80.99
8.8,64.6,2.0,4.1,4.6,65.63
1.6,72.8,5.8,6.3,3.4,59.44
8.6,58.2,3.4,7.9,5.5,70.93
10.9,45.7,7.9,5.5,7.7,81.25
2.2,67.7,2.8,6.6,6.7,48.73
2.9,89.0,7.4,4.3,2.9,75.11
11.7,78.2,7.5,7.5,5.3,100.0
2.2,57.0,1.9,8.5,8.4,26.4
10.3,95.8,6.4,6.5,0.7,100.0
5.9,94.3,3.5,6.5,0.8,91.56
3.0,48.6,7.3,4.5,5.6,66.66
10.4,37.6,3.6,5.2,6.4,61.97
5.3,83.2,6.0,4.9,2.1,85.71
6.2,88.8,3.7,6.9,7.5,66.09
4.3,97.9,1.8,7.2,6.5,50.46
7.1,92.8,1.6,9.7,9.2,72.79
2.0,74.0,3.4,4.4,1.7,61.41
4.7,69.5,6.0,7.6,7.5,66.77
11.6,36.8,4.8,7.2,0.8,100.0
3.1,51.0,5.5,7.1,5.7,60.91
7.9,64.9,2.3,9.2,5.5,68.12
3.9,75.9,3.9,5.2,3.9,61.99
9.3,71.2,0.4,4.2,8.4,54.88
1.6,83.3,6.5,8.0,0.0,79.32
11.6,53.2,7.9,6.1,5.2,100.0
5.4,71.7,3.3,4.1,2.2,63.67
2.8,40.7,0.1,5.5,7.4,22.37
0.9,61.9,1.4,5.9,0.4,42.84
2.0,83.8,5.2,7.7,8.3,55.52
6.2,80.1,4.9,5.0,8.4,61.96
4.0,99.4,6.3,6.5,8.3,67.73
9.9,53.1,2.0,6.9,1.5,76.13
5.2,67.4,6.1,6.8,6.3,76.49
3.0,56.4,5.5,9.8,0.1,66.97
7.4,63.6,2.6,4.3,8.5,41.77
8.5,90.7,4.4,9.7,7.2,81.92
2.0,79.5,1.2,7.5,5.3,35.53
2.0,92.4,3.6,8.8,7.3,61.59
0.4,48.2,7.0,6.6,0.9,70.26
8.8,91.8,3.4,6.7,5.3,84.79
8.0,38.9,6.7,9.3,2.9,85.83
5.7,92.8,4.7,9.4,9.7,75.16
10.1,56.4,1.5,5.4,8.6,44.7
9.7,55.4,4.6,5.2,7.3,80.4
7.0,68.3,4.0,7.0,9.3,54.58
10.4,96.1,3.2,9.4,3.5,98.22
2.5,38.1,1.0,5.9,9.0,10.99
1.3,57.9,3.3,7.9,3.3,42.5
3.2,90.7,0.6,8.2,7.3,51.67
0.7,60.7,0.8,8.7,7.4,27.19
6.4,47.9,3.3,7.4,0.2,79.14
11.2,62.6,2.4,6.4,3.6,74.59
0.5,60.1,7.4,9.8,0.2,79.94
1.5,94.5,3.0,7.7,10.0,42.08
5.4,84.5,6.1,8.4,1.2,96.23
11.2,67.8,4.2,6.1,5.4,79.73
3.8,99.2,5.6,8.0,7.9,75.6
6.1,65.2,2.1,5.5,2.0,63.33
0.5,38.8,7.5,5.5,4.9,44.61
1.8,52.0,4.2,8.3,6.1,35.42
11.8,63.3,6.7,7.1,1.6,100.0
11.6,45.2,2.9,8.1,7.8,81.77
0.1,96.6,0.8,5.6,3.0,35.33
11.4,84.8,5.4,7.6,2.1,100.0
7.7,52.4,0.1,6.7,5.6,51.79
10.4,73.4,3.8,7.6,4.1,82.84
5.5,81.9,1.5,5.7,9.2,39.57
6.2,96.2,5.0,8.3,8.8,69.37
5.9,92.3,7.8,8.8,4.8,100.0
8.0,68.5,3.7,5.6,3.6,81.5
1.7,85.4,6.5,5.8,3.3,71.69
0.4,71.5,4.1,8.0,2.7,50.82
3.7,70.9,4.0,8.2,5.4,57.6
8.5,42.5,7.4,8.2,8.0,75.12
2.4,43.2,7.1,8.1,3.1,62.23
8.1,69.4,6.3,6.4,1.9,94.78
11.6,52.5,2.4,6.4,4.8,78.05
1.1,36.4,4.4,5.5,0.7,50.49
8.1,82.0,1.8,4.9,7.0,58.86
5.3,37.1,3.6,8.2,5.2,53.27
10.4,73.7,3.9,4.6,5.0,80.69
2.1,70.0,6.7,9.6,3.0,70.11
8.3,98.0,7.2,9.0,9.0,95.3
10.1,66.5,3.3,9.1,0.9,92.76
11.3,39.1,0.1,9.4,8.7,45.35
8.2,70.9,6.9,6.5,3.8,95.57
6.0,89.7,1.4,9.1,8.8,51.14
7.4,99.8,5.0,4.9,7.3,78.57
10.4,63.0,0.2,4.1,1.0,74.09
6.8,55.8,3.2,8.7,8.3,50.48
0.4,93.9,7.9,4.4,6.8,62.83
11.2,47.4,0.8,9.9,0.3,75.24
8.3,75.0,3.4,8.0,1.3,96.21
8.1,61.4,2.5,8.5,6.4,57.39
2.6,37.7,7.2,5.5,6.6,48.22
7.9,57.6,7.0,8.0,7.5,86.95
4.7,52.2,1.9,4.3,7.2,32.4
7.8,79.6,0.6,9.0,6.6,54.27
1.3,96.7,5.0,5.0,7.7,54.51
7.9,52.4,2.7,8.2,5.8,65.89
12.0,87.7,5.4,5.3,2.6,100.0
0.6,38.6,0.3,4.4,9.1,0.0
11.7,70.0,1.1,6.9,0.2,87.82
4.9,39.6,5.5,5.0,3.7,58.82
10.4,95.7,1.7,8.4,7.3,69.03
9.4,84.8,6.9,5.4,4.3,98.77
6.8,77.8,0.5,6.1,0.2,77.45
8.9,88.6,1.7,7.4,0.7,83.33
10.5,77.1,8.0,5.7,6.5,97.97
4.8,98.0,3.5,6.3,9.6,48.88
3.9,81.4,5.6,8.9,5.5,76.45
8.0,95.1,1.5,5.1,5.1,73.7
9.7,68.6,4.9,4.5,3.2,92.61
9.1,42.6,5.8,6.0,2.6,78.27
9.6,69.3,2.5,6.5,0.2,90.05
5.2,43.2,6.6,7.3,2.7,82.59
9.8,73.5,4.8,6.2,4.5,90.37
1.4,66.4,3.1,8.7,2.0,58.13
6.5,75.5,4.5,4.2,0.9,78.27
0.1,35.7,4.6,6.6,7.2,28.6
3.9,47.7,1.3,6.3,8.9,30.88
4.4,66.9,3.2,7.9,9.4,46.26
4.8,96.8,2.7,9.8,6.2,61.34
8.3,59.9,3.2,7.1,0.5,80.58
4.7,62.6,6.1,9.9,7.4,74.86
5.4,81.5,3.9,5.8,1.1,79.55
2.9,74.2,7.5,4.2,6.7,63.97
4.5,54.4,2.3,5.0,7.8,32.37
2.7,61.7,3.3,6.4,7.3,45.74
0.9,49.2,6.3,5.9,9.5,43.93
7.2,97.8,4.4,4.6,7.4,78.35
8.0,43.5,4.4,6.6,6.9,68.94
7.4,59.2,0.4,6.0,2.6,54.73
5.6,36.7,3.2,4.7,9.2,30.54
4.6,49.4,2.2,5.8,1.8,52.11
10.4,85.7,8.0,9.3,9.0,100.0
6.2,48.1,2.5,5.8,3.1,63.59
5.8,40.2,7.1,8.3,1.3,91.3
0.3,65.8,5.4,7.7,8.3,44.42
4.1,35.6,2.7,6.6,0.0,48.4
4.6,40.5,4.3,5.4,8.3,31.53
4.8,87.5,6.7,6.2,2.6,89.13
7.0,85.1,7.1,7.6,8.8,86.49
6.4,94.5,1.3,6.1,6.9,56.28
7.3,90.5,2.7,5.3,6.7,74.45
9.2,79.4,2.7,4.7,3.7,70.98
9.8,38.4,0.3,9.3,0.6,64.9
8.6,85.9,4.8,6.6,8.3,73.44
11.5,90.0,6.8,7.8,1.7,100.0
0.2,86.9,3.1,6.9,3.7,52.05
2.3,68.1,5.9,9.2,6.0,60.83
0.1,50.1,5.0,7.3,4.8,35.4
7.8,89.9,3.0,6.9,2.0,89.92
10.8,82.3,1.1,9.5,1.4,83.51
2.9,98.7,5.7,8.3,1.2,82.29
11.1,45.1,6.8,4.7,8.6,69.67
0.7,49.7,5.5,5.1,0.3,58.03
11.2,48.8,0.1,8.7,9.8,51.31
4.2,86.5,1.7,9.0,2.0,77.16
1.2,47.1,0.6,7.3,1.1,40.15
5.8,39.3,4.6,7.3,5.8,64.36
3.1,99.9,6.1,7.8,0.8,92.51
3.4,36.6,0.9,6.6,6.0,21.23
3.7,89.3,6.7,8.1,8.5,70.9
9.6,58.7,4.4,4.7,0.5,91.81
6.5,89.7,5.5,9.8,8.0,84.01
3.7,71.1,7.8,8.5,3.9,81.62
7.3,93.6,0.7,7.8,1.6,78.7
8.6,95.2,7.2,5.9,1.8,100.0
3.3,35.6,1.0,5.0,9.2,7.84
5.0,39.9,3.1,6.5,1.1,53.59
1.5,51.3,6.8,8.0,8.7,47.98
2.2,78.5,7.3,7.8,5.4,66.29
8.2,92.7,4.1,6.3,0.4,95.02
2.2,64.9,4.8,7.7,4.6,61.63
6.3,74.5,5.7,8.9,8.2,67.83
8.5,47.3,6.7,4.2,7.3,68.03
1.3,87.3,1.0,6.7,4.9,39.81
6.8,97.9,6.5,8.6,8.6,86.6
3.1,52.5,3.9,7.3,1.2,58.78
11.6,67.2,3.6,7.9,9.1,80.35
5.8,40.6,3.4,7.1,8.5,46.06
9.7,71.3,4.1,10.0,7.1,88.65
6.6,67.7,7.6,4.3,8.2,71.69
0.5,44.4,4.4,6.9,5.4,34.58
7.6,63.7,7.6,4.5,6.8,75.88
11.4,56.7,1.4,5.0,5.6,67.18
7.2,68.9,5.8,6.3,3.6,81.83
9.8,73.1,6.5,4.9,5.7,87.14
10.6,35.6,5.4,9.8,2.6,91.42
2.7,84.5,4.9,9.7,4.4,67.66
2.5,81.3,4.5,6.0,2.8,65.55
7.3,58.8,6.9,7.8,1.2,89.22
4.9,38.4,6.6,7.2,3.2,72.36
10.1,84.1,1.0,8.9,8.5,70.52
10.8,97.1,6.8,7.8,3.8,100.0
4.2,50.6,3.3,4.0,7.5,46.12
2.8,56.0,2.0,8.6,1.8,52.69
9.4,46.9,7.0,8.5,4.2,85.61
3.3,72.5,3.5,7.1,1.1,65.57
9.9,45.1,6.5,9.4,1.4,100.0
5.1,58.2,2.1,9.5,6.2,53.91
8.0,80.3,0.0,7.1,6.1,54.72
1.1,71.4,4.0,7.6,2.1,53.23
7.5,60.1,0.8,10.0,4.7,55.46
5.4,62.3,6.0,5.8,8.6,55.94
7.0,71.5,2.2,5.9,1.7,67.94
2.0,35.4,3.5,5.1,0.2,41.82
8.8,40.1,0.7,9.4,6.5,48.37
10.4,92.3,2.3,8.5,0.5,100.0
2.6,40.1,6.3,4.6,9.8,43.98
1.1,80.9,1.2,9.9,6.1,43.99
0.3,94.8,5.2,8.4,4.7,69.61
7.7,52.6,7.3,9.1,4.3,95.88
7.3,59.1,5.4,4.3,5.7,72.55
6.6,72.0,6.5,7.0,0.9,93.71
2.8,92.3,0.9,8.2,9.3,37.21
4.7,96.2,2.0,7.3,6.3,56.07
7.1,83.1,7.2,8.0,1.8,100.0
6.0,40.6,5.7,8.9,5.6,68.05
11.9,78.5,5.1,6.2,1.3,100.0
1.6,61.7,5.3,9.1,0.2,74.21
8.3,65.6,3.3,5.0,6.3,62.95
4.9,38.2,0.4,5.6,6.5,26.95
5.1,47.4,6.3,4.3,5.8,61.86
8.6,86.4,5.4,6.2,1.8,100.0
8.3,64.5,3.8,6.3,6.0,61.78
11.9,54.6,7.2,8.8,0.6,100.0
1.5,60.0,2.7,7.9,6.1,43.54
1.2,90.5,2.4,6.6,5.5,44.87
8.7,83.7,7.0,7.9,6.6,92.97
6.9,52.7,6.4,4.3,9.0,58.33
3.3,42.6,4.1,5.1,8.5,31.99
1.0,51.4,1.0,7.8,9.8,15.98
1.0,94.8,1.7,7.8,9.8,26.34
10.7,72.8,5.2,8.6,7.7,88.5
2.3,69.7,3.1,6.4,9.6,34.33
3.9,73.8,6.7,8.3,8.7,67.41
2.7,58.8,7.6,8.1,7.3,64.79
4.3,87.5,6.4,9.8,0.8,99.6
0.8,69.0,3.0,5.3,0.5,48.59
6.2,42.6,6.3,7.3,8.4,55.9
0.8,43.4,2.8,7.6,4.9,45.18
9.6,69.9,1.3,10.0,8.1,63.56
2.8,95.9,0.3,5.2,3.1,46.44
6.5,55.0,3.1,7.1,4.0,66.34
10.6,91.5,7.2,6.1,7.0,100.0
7.8,84.7,1.9,7.2,9.2,54.42
6.4,51.1,1.7,5.4,0.9,55.09
3.9,37.4,7.8,4.3,8.6,44.28
4.0,41.6,0.2,7.4,7.9,30.63
8.0,82.4,6.3,6.0,3.2,89.55
11.9,48.0,2.6,5.1,3.6,76.66
7.9,59.1,0.3,5.9,0.5,59.2
6.7,67.6,7.3,4.3,0.2,87.72
8.8,82.2,1.1,9.7,4.8,73.01
5.6,42.4,4.4,7.5,1.0,66.55
0.7,61.4,2.2,8.9,1.9,43.93
6.7,66.5,0.5,6.5,8.5,50.11
11.5,70.2,0.4,9.4,5.7,76.39
2.1,88.2,0.9,6.9,6.3,43.33
8.3,46.2,0.6,7.4,1.9,65.59
2.4,87.5,6.1,7.0,8.3,59.32
6.4,80.0,3.9,8.4,8.7,61.6
1.2,71.1,2.7,7.4,5.2,43.63
5.4,80.5,3.3,5.6,9.1,51.02
9.1,61.8,7.4,4.9,8.4,76.79
4.2,44.0,7.3,7.6,7.3,62.65
8.0,78.3,5.7,6.9,7.3,76.27
9.5,69.1,7.1,4.6,1.1,100.0
11.1,76.6,2.6,6.4,2.7,87.23
2.8,57.0,3.0,7.1,0.7,51.91
4.8,93.9,4.9,9.0,0.1,82.51
1.8,73.2,5.0,4.5,1.6,57.32
11.9,40.6,3.9,6.1,8.8,76.13
11.1,64.2,3.2,8.9,2.4,91.92
6.5,84.2,7.9,7.9,9.7,85.55
10.1,86.6,6.6,5.7,6.0,86.49
6.3,67.1,3.5,9.1,2.4,72.14
7.5,93.2,5.8,7.0,5.0,83.85
1.1,52.4,2.2,7.0,2.2,40.13
9.1,61.7,0.8,9.9,9.8,64.5
1.5,93.4,2.8,9.7,8.5,48.89
9.9,93.3,3.2,6.2,0.3,100.0
9.4,79.6,0.1,4.8,9.5,45.79
8.5,90.8,6.5,6.0,7.2,95.5
0.4,40.8,2.9,4.2,0.8,46.75
3.6,91.2,4.6,4.1,6.7,56.87
3.2,55.8,0.6,6.4,6.5,25.93
4.3,46.6,1.4,9.6,2.2,46.52
1.1,50.6,7.1,9.2,7.6,51.66
11.2,62.2,4.9,7.1,0.9,100.0
6.6,51.3,7.6,7.4,4.9,92.61
3.7,55.8,8.0,4.0,0.1,75.56
4.8,43.8,3.0,5.3,9.7,31.33
5.4,54.3,2.4,4.1,7.5,29.23
7.2,72.2,6.9,8.5,1.6,98.64
6.2,63.7,8.0,4.9,3.4,88.25
11.0,57.5,5.0,9.2,1.6,100.0
6.0,83.5,6.4,7.9,7.7,80.87
11.9,93.1,6.3,5.4,0.6,100.0
10.2,84.2,2.8,4.9,8.4,71.77
2.5,56.6,4.6,7.8,9.4,40.44
11.2,83.4,6.7,9.4,6.8,100.0
1.4,44.9,5.5,8.3,2.1,49.86
9.8,43.5,0.2,6.1,3.6,54.09
4.6,57.5,2.7,7.5,4.8,51.95
10.5,87.5,1.2,5.9,6.0,78.69
10.4,51.0,1.9,10.0,6.7,68.35
9.7,39.1,7.2,8.5,5.5,88.0
9.5,43.6,0.3,7.7,3.5,61.59
3.7,90.8,1.8,6.5,8.9,40.53
1.0,76.2,2.5,7.7,0.8,60.22
4.8,51.5,4.9,6.0,4.7,69.52
2.1,71.1,4.3,4.2,7.8,50.74
8.3,69.3,1.7,6.4,0.6,77.44
4.2,77.6,1.3,9.6,7.1,50.04
11.7,50.2,1.9,7.8,8.2,72.76
7.7,91.2,4.0,4.5,6.6,71.17
9.9,55.1,2.2,9.3,0.1,91.58
1.6,80.1,7.6,5.6,1.8,72.56
10.3,36.0,3.7,5.5,3.4,71.55
11.1,59.2,0.5,5.8,2.3,78.1
5.8,57.9,5.8,7.5,9.6,55.07
7.3,70.3,2.6,7.3,6.5,61.26
9.2,39.7,5.2,6.9,3.0,73.62
2.1,86.4,2.2,8.3,9.3,48.37
6.0,49.2,4.6,5.9,7.4,60.14
4.8,79.0,6.2,8.7,2.8,87.79
1.8,87.2,7.4,5.1,3.8,76.06
4.4,71.5,2.1,8.7,2.0,66.5
0.8,83.2,2.7,8.0,9.7,39.64
0.3,78.0,3.7,8.1,5.2,45.01
1.6,58.1,7.4,6.9,9.0,54.2
11.6,87.6,7.2,8.0,3.5,100.0
6.6,54.2,0.7,4.5,8.6,38.15
11.6,72.1,1.1,9.1,0.5,82.54
5.2,83.5,4.0,4.3,9.8,46.23
3.7,59.6,0.9,4.9,9.1,17.56
6.1,54.7,2.8,7.5,3.6,62.49
5.3,64.9,1.2,8.4,7.7,33.53
1.3,88.2,5.1,4.5,7.5,37.84
7.7,95.4,7.6,9.5,9.0,100.0
2.6,70.4,8.0,9.8,3.1,88.43
7.4,78.0,3.0,7.6,4.7,73.61
7.8,93.7,4.8,6.9,8.6,77.81
1.8,41.4,6.9,8.4,7.8,50.32
0.7,50.1,0.9,6.0,3.9,30.12
9.4,81.1,5.5,7.0,8.5,78.82
5.5,88.5,3.3,9.5,0.5,87.91
0.7,90.7,1.6,9.7,7.8,39.68
11.9,62.0,3.2,9.6,2.1,92.97
0.7,40.8,0.6,5.6,2.9,28.96
8.3,63.5,5.6,5.4,4.9,77.3
11.8,50.0,2.0,5.8,4.5,77.89
2.9,53.9,2.5,6.6,5.2,41.14
1.7,85.2,1.0,5.9,5.4,45.39
1.5,39.9,6.9,6.2,3.3,51.76
3.6,88.8,3.9,7.7,1.8,69.56
1.2,62.8,4.6,8.6,7.7,39.35
8.3,73.7,4.6,8.4,4.0,87.46
0.7,40.8,3.3,8.9,5.1,43.79
6.1,56.9,1.5,4.2,6.4,48.98
12.0,40.8,6.0,4.3,9.1,62.03
9.8,97.5,1.0,8.7,7.1,75.67
7.4,87.5,0.8,7.2,0.5,61.06
3.7,64.9,5.7,7.5,8.4,59.79
7.5,49.5,1.7,4.3,9.9,40.32
6.3,95.7,2.5,5.5,4.7,67.89
5.1,57.4,3.8,7.8,9.7,46.41
1.6,45.5,3.6,9.2,5.5,42.59
10.6,71.6,5.7,9.5,4.6,97.24
5.4,96.3,5.0,7.0,3.3,86.56
2.3,35.2,5.2,7.3,6.6,41.16
4.4,50.5,5.7,9.0,2.3,79.53
5.0,96.0,2.3,7.2,1.0,75.93
9.9,46.1,2.6,7.1,0.3,77.73
8.8,42.4,3.5,9.4,2.9,69.96
